2328169,2469437,4262902,2580833,3126717,2219151,1892294,1903338,2148471,2782393,
1908804,1729896,1480426,2170413,1946613,2081913,1823010,1661839,1616473,1967814,
1922207,1712411,1981600,1685493,1563631,1597453,2380344,1568564,1534498,1537683,
1801250,1544092,1766512,2354616,1594500,1561212,1513985,1563498,1985871,1731330,
1553797,1814674,1829172,1659886,2307781,1812858,1777344,1928715,1941840,2145516,
1971391,1545561,1740697,1772624,2111451,1876642,1647479,1599906,1572303,2915745,
1896992,2100106,1575149,2301996,2035573,2153892,1846491,1766241,1824419,1796810,
1769611,1568265,1562220,1595335,2093225,1556738,2288465,1577816,1563552,1635450,
1569347,1627231,1597973,1852500,1598217,2161715,1732185,1833350,2801287,1618792,
1839208,1586990,1946811,2089047,2105110,2696590,1687629,2035618,2632386,1891838,
1942564,1719234,1760082,1965386,1637903,1827796,2162161,1956502,2049996,2600795,
1822834,2116153,1767959,1744854,1723039,2657924,2152958,2178337,2018413,2125636,
2194430,1752273,1774582,1786925,2638657,2163465,1890963,2141460,2095888,1756624,
1729598,1679397,1715813,1988099,2250984,2980465,2019741,1785253,1718924,1640352,
1720647,1888212,1942880,2098431,2436345,1843675,3179879,2120849,2204143,2160447,
1821819,1912443,2050975,2447196,1756533,1744424,2588404,2210254,1778798,1758987,
2072935,1971102,2243267,2609270,1843459,1748016,1762830,2985216,1978134,2261064,
2182953,2007199,2052749,1987281,1998099,1788348,1768690,2758396,2468586,2250508,
2262898,2353004,2894997,2100764,2345329,1893823,2286524,2523115,2239582,1855600,
1819160,3187596,2291197,2329120,1845076,1836294,2000228,1902392,1929048,1798015,
1836614,2426857,3306358,1890947,1878415,2048461,2508912,1924357,2141118,2037284,
2570291,1854985,2091795,2360867,1924546,1863379,1886333,1899207,2007175,2052760,
2438800,2051609,1901423,2713783,2013448,2046128,2049345,2186223,2454038,2711386,
2212441,2475312,2238081,3009153,2180634,2112319,2121006,2114245,2932028,2011548,
2024391,2004602,2124137,2761068,2668327,2401515,2471177,3317188,2665597,2320707,
2668734,2871606,1939250,1986618,2010469,2657817,2223920,2742078,2543744,2299000,
2338916,2756550,2574003,2966440,2043652,2968016,2145018,2071620,2001850,2141964,
1978959,2004873,2086205,2350536,1999156,2003840,2691950,2652621,2281232,2194028,
2561443,2978791,2844358,2706071,3402669,2211824,2715326,2374795,2625428,2321746,
2364532,2114914,2081270,2289270,2557339,2696337,2729372,2194310,2610033,2784417,
2606986,2060856,2348211,2561497,2420698,3570169,2508586,2840499,2365703,2065602,
